,title,price,rating,reviews,brand,model,storage_gb,has_5g,has_lte,year,is_unlocked,dual_sim,ram_gb,is_premium,us_version
217,X1 2025 New 4G LTE GSM Unlocked Cell Phone 6.5” HD+ Screen Mobile Phones 2GB RAM Android 10 Smart Phone 16MP Smartphone Dual SIM (for T-Mobile Only USA Market) Face Unlock (Gold),"19,323..02",3.6 out of 5 stars,50+ bought in past month,X1,,2.0,0,1,2025.0,1,1,,0,0
218,"Crave for Samsung Galaxy S23 FE Case, Shockproof Protection Dual Layer Case for Samsung Galaxy S23 FE (6.4 inch) - Forest Green","4,759..32",4.7 out of 5 stars,300+ bought in past month,Crave,S23 FE C,,0,0,,0,0,,1,0
219,"2 Pack Privacy Screen Protector for T-mobile Revvl 7|Anti-Spy Tempered Glass Anti-Scratch, 9H Hardness & Easy Installation","2,798..45",5.0 out of 5 stars,"(PKR 1,400.62PKR1,400.62/count)",2,,,0,0,,0,0,,1,0
220,"for Magsafe Car Mount, Rear View Mirror Phone Holder, Rotatable and Retractable Phone Holder for Car Compatible with iPhone 17/16/15/14/13/12 Series and Phones with Magsafe Case or Metal Ring","5,288..76",4.3 out of 5 stars,,for,,,0,0,,0,0,,0,0
221,"Dual Type-C Port 4 in 2 Multi Charging Cable for Apple iWatch Charger/iPhone 17/Lightning, Travel Charger for Multiple Devices, Christmas Gift for iWatch Ultra/SE/10-1, iPhone16-8, iPad - 2Pcs 5FT","4,199..07",4.3 out of 5 stars,1K+ bought in past month,Dual,,,0,0,,0,0,,1,0
222,"Apple iPhone 14 Plus (Renewed), 128GB, Midnight - Unlocked",,4.1 out of 5 stars,2K+ bought in past month,APPLE,,128.0,0,0,,1,0,,1,0
223,"Motorola Moto G Play 2023 6.5"" 90Hz Display 16MP Triple Camera 32GB Storage 5000mAh Battery, Android Boost Mobile Deep Indigo (Renewed)","15,871..88",3.5 out of 5 stars,Only 17 left in stock - order soon.,MOTOROLA,G P,32.0,0,0,2023.0,0,0,,0,0
224,"Samsung Galaxy S24 Cell Phone, 256GB AI Smartphone, Unlocked Android, 50MP Camera, Fast Processor, Long Battery Life, AMOLED Display, US Version, 2024, Cobalt Violet",,4.6 out of 5 stars,Energy efficiency +2 more,SAMSUNG,S24 C,256.0,0,0,2024.0,1,0,,1,1
225,"DJI Osmo Mobile 8 Gimbal Stabilizer for Phone, Native Tracking with Apple DockKit, 360° Pan Rotation, Built-in Extension Rod & Tripod, 10h Battery, Extension Rod, Foldable 3-Axis Stabilization","41,738..62",4.6 out of 5 stars,7K+ bought in past month,DJI,,,0,0,,0,0,,0,0
226,"Nokia XR20 5G, Android 14, Unlocked Rugged Smartphone, Dual SIM, US Version, 6/128GB, 6.67-Inch Screen, 48MP Dual Camera, Granite","102,242..82",4.1 out of 5 stars,,NOKIA,,128.0,1,0,,1,1,,0,1
227,Your Guide to Starting a Mobile Phone Repair Business,0..00,,by,Your,,,0,0,,0,0,,0,0
228,"Samsung Galaxy S21 5G, US Version, 128GB, Phantom White - T-Mobile (Renewed)","40,338..00",3.9 out of 5 stars,Typical price:,SAMSUNG,S21 5G,128.0,1,0,,0,0,,0,1
229,Samsung Galaxy A05 A055M 64GB Dual-SIM GSM Unlocked Android Smartphone (Latin America Version) - Light Green,"30,113..44",4.3 out of 5 stars,50+ bought in past month,SAMSUNG,A05 A055M 64GB D,64.0,0,0,,1,0,,0,0
230,"SZV 17PROMA X 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Android 15 Battery 7000mAh Unlocked Phone,Face ID/Fingerprint Button Unlock/Photos/Dual SIM/5G/GPS (Pink, 12+512G)","47,618..45",5.0 out of 5 stars,,SZV,,512.0,1,0,,1,1,,0,0
231,"WWT I16PROMAX 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Android 14 Battery 7000mAh Unlocked Phone,Face ID/Fingerprint Button Unlock/Photos/Dual SIM/5G/GPS (Gold, 12+512G)","44,817..20",3.0 out of 5 stars,Only 19 left in stock - order soon.,WWT,,512.0,1,0,,1,1,,0,0
232,"Unlocked Android 14 Smartphone D5 Phone 8-core 1.6GHz Processor 6.52 Inch IPS, 5000mAh, 6GB RAM 64GB ROM Expandable 1TB, 13MP + 5MP Camera, Dual 4G SIM Slots, GPS, Type-C, WiFi5, Bluetooth 5.0","25,183..24",3.6 out of 5 stars,"Save PKR 6,723.00",Unlocked,,6.0,0,0,,1,0,,1,0
233,Motorola 2025 Moto G | Unlocked | Made for US 4/128GB | 50MP Camera | Forest Gray (Renewed),,3.8 out of 5 stars,200+ bought in past month,MOTOROLA,G ,128.0,0,0,2025.0,1,0,,0,0
234,"FOSSIBOT F114 Rugged Phone 6.67"" HD+ 16GB +128GB/TF 2TB Android 15 Gaming Rugged Smartphone Octa Core 50MP Main Camera 5000 mAh Battery IP68/IP69K Waterproof Phone,Triple Slot/NFC/Face ID/GPS(Black)","39,214..70",4.0 out of 5 stars,List:,FOSSIBOT,,16.0,0,0,,0,0,,0,0
235,"S22 Smart Flip Phone (16GB) 2.8"" Touchscreen Rugged Cell Phone Android 11, IP68 Water Resistant, 4G LTE GSM Single Nano Slot, Come with Speedtalk SIM Card, Compatible with T-mobile, AT&T (Black)","36,693..57",3.7 out of 5 stars,300+ bought in past month,S22,,16.0,0,1,,0,0,16.0,0,0
236,Samsung Galaxy A55 5G A556E 256GB Dual-SIM GSM Unlocked Android Smartphone (Latin Variant/US Compatible LTE) - Awesome Navy,,4.4 out of 5 stars,No featured offers available,SAMSUNG,A55 5G A556E 256GB D,256.0,1,1,,1,0,,0,0
237,Mini Phone 4G Unlocked Mini Smartphone 4GB+128GB World's Smallest 2000mAh Battery HD Touch Screen Compact Mobile Phone for Kids & Students Cell Phone with Dual SIM Face ID GPS Black,"17,925..20",3.2 out of 5 stars,50+ bought in past month,Mini,,4.0,0,0,2000.0,1,1,,0,0
238,"Motorola Moto G Stylus | 2023 | Unlocked | Made for US 4/64GB | 50 MP Camera | Midnight Blue, 162.89 x 74.08 x 9.19mm (Renewed)",,3.8 out of 5 stars,100+ bought in past month,MOTOROLA,G S,64.0,0,0,2023.0,1,0,,0,0
239,"Google Pixel 4a with 5G, 6.2"", 128GB, 6GB RAM, Unlocked Cellular - Just Black (Renewed)",,3.9 out of 5 stars,100+ bought in past month,GOOGLE,,128.0,1,0,,1,0,,0,0
240,for T-Mobile Revvl 8 7 Pro 6 6X 5G / Google Pixel 9A 8A 8 7a 7 6a 6 9 10 Pro XL Fold/OnePlus 15 13 13R 12 12R 11 10T 10 9 8 Pro Case Nylon Phone Pouch Belt Clip Holster,"3,636..02",4.2 out of 5 stars,Save 10%,for,,,1,0,,0,0,,1,0
241,"Ailiber for T-Mobile REVVL 8 5G Phone Case, REVVL 8 Case with Screen Protector, Dual Layer TPU Bumper Protective, Rugged Silicone Scratch Resistant, Full Body Protection Shockproof Cover-Red","3,358..70",,,Ailiber,,,1,0,,0,0,,1,0
242,"SAMSUNG Galaxy S25+ Cell Phone, 512GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, ProScaler Display, 4900mAh Battery, 2025, US 1 Yr Warranty, Silver Shadow","271,718..45",4.6 out of 5 stars,200+ bought in past month,SAMSUNG,S25,512.0,0,0,2025.0,1,0,,1,0
243,"HiBoost Cell Phone Booster for RV Truck Camper Van Trailer Bus |Travel 3.0 RV Max| 2025 New Version RV Cell Booster for 4G 5G LTE| Folding Bracket |All U.S.Carriers Verizon,AT&T,T-Mobile FCC Approved","154,065..95",4.4 out of 5 stars,50+ bought in past month,HiBoost,,,1,1,2025.0,0,0,,1,0
244,Motorola Edge | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Midnight Blue,"67,260..81",4.3 out of 5 stars,500+ bought in past month,MOTOROLA,,256.0,0,0,2024.0,1,0,,0,0
245,BLU G35 | 2025 | Unlocked | 6.5” HD+ Infinity Display | Dual 8MP Camera + LED Flash 5MP Selfie Camera | 32GB/3GB I US Version | US Warranty | Grey,"16,804..70",3.4 out of 5 stars,2K+ bought in past month,BLU,,32.0,0,0,2025.0,1,0,,0,1
246,"Samsung Galaxy S20 FE 5G, 128GB, Cloud Mint - Single SIM - Unlocked (Renewed)",,3.9 out of 5 stars,100+ bought in past month,SAMSUNG,S20 FE 5G,128.0,1,0,,1,0,,0,0
247,"SAMSUNG Galaxy S24 FE AI Phone, 128GB Unlocked Android Smartphone, High-Res 50MP Camera, Long Battery Life, AMOLED Bright Display, US Version, 2024, US 1 Yr Warranty, Graphite",,4.5 out of 5 stars,50+ bought in past month,SAMSUNG,S24 FE AI P,128.0,0,0,2024.0,1,0,,0,1
248,SAMSUNG Galaxy S23+ Plus 5G Factory Unlocked 256GB - Phantom Black (Renewed),,4.3 out of 5 stars,500+ bought in past month,SAMSUNG,S23,256.0,1,0,,1,0,,1,0
249,Motorola razr | 2024 | Unlocked | Made for US 8/256GB | 50MP Camera | Beach Sand,"112,047..20",4.2 out of 5 stars,400+ bought in past month,MOTOROLA,,256.0,0,0,2024.0,1,0,,0,0
250,Samsung Galaxy S23 5G Factory Unlocked 128GB - Phantom Black (Renewed),"56,865..38",4.1 out of 5 stars,1K+ bought in past month,SAMSUNG,S23 5G F,128.0,1,0,,1,0,,0,0
251,"Tracfone Motorola Moto g 5G (2024) [Activation Promotion] Locked Prepaid Smartphone, 128GB, Gray - Includes $20 Unlimited Talk, Text, & 4GB Data 30-Day Plan","14,003..45",4.3 out of 5 stars,1K+ bought in past month,Tracfone,,128.0,1,0,2024.0,0,0,,1,0
252,"DOOGEE Blade 10 Pro Energy 4.5G Rugged Smartphone Unlocked,10.7mm Ultra-Thin,32GB+256GB/2TB Octa Core,6.56”HD+90Hz Android 15 Rugged Phone,6150mAh/18W,50MP AI+8MP Camera,NFC/Face ID/3 Card Slot,Red","50,419..70",4.3 out of 5 stars,New on Amazon in past month,DOOGEE,,32.0,1,0,,1,0,,1,0
253,"Blackview Fort 1 Rugged Phone Android 15,10000mAh Battery 12GB+128GB 2TB Expand Rugged Smartphone Unlocked, Gemini AI 6.56 Inch 90Hz, 4G T-Mobile Dual SIM IP69K Waterproof, Fingerprint/NFC/OTG/GPS","39,214..70",4.2 out of 5 stars,Save 5%,Blackview,,12.0,0,0,,1,1,,0,0
254,"Samsung Galaxy A56 5G 2025 | 256GB, 12GB, Dual SIM | 6.7"" 120Hz AMOLED, IP67 Water Resistant, Android 15 | International Model Factory Unlocked for T-Mobile & Global | 25W Charger Bundle (Graphite)","100,564..88",4.4 out of 5 stars,500+ bought in past month,SAMSUNG,A56 5G 2025 ,256.0,1,0,2025.0,1,1,,0,0
255,"Samsung Galaxy A16 5G A Series, Unlocked Android Smartphone, Large AMOLED Display, Durable Design, Super Fast Charging, Expandable Storage, 5G Connectivity, US Version, 2025, Blue Black",,4.2 out of 5 stars,10K+ bought in past month,SAMSUNG,A16 5G A S,,1,0,2025.0,1,0,,0,1
256,"Google Pixel 9a with Gemini - Unlocked Android Smartphone with Incredible Camera and AI Photo Editing, All-Day Battery, and Powerful Security - Obsidian - 128 GB",,4.4 out of 5 stars,7K+ bought in past month,GOOGLE,,,0,0,,1,0,,0,0
257,"Samsung Galaxy S25 FE Cell Phone (2025), 256GB AI Smartphone, Unlocked Android, Large Display, 4900mAh Battery, High Res-Camera, AI Photo Edits, Durable, US 1 Yr Warranty, JetBlack",,4.6 out of 5 stars,2K+ bought in past month,SAMSUNG,S25 FE C,256.0,0,0,2025.0,1,0,,0,0
258,"Samsung Galaxy A15 (SM-155M/DSN), 128GB 6GB RAM, Dual SIM, Factory Unlocked GSM, International Version (Wall Charger Bundle) (Light Blue)",,4.4 out of 5 stars,50+ bought in past month,SAMSUNG,A15 ,128.0,0,0,,1,1,,0,0
259,"Samsung Galaxy A36 5G A Series, 128GB Unlocked Android Smartphone, AMOLED Display, Rugged Design, 5G Connectivity, Affordable Performance, US Version, 2025, US 1 Yr Warranty, Awesome Black",,4.4 out of 5 stars,2K+ bought in past month,SAMSUNG,A36 5G A S,128.0,1,0,2025.0,1,0,,0,1
260,"Samsung Galaxy A03s Cell Phone, AT&T GSM Unlocked Android Smartphone, 32GB, Long Lasting Battery, Expandable Storage, 3 Camera Lenses, Infinite Display - Black (Renewed)",,4.0 out of 5 stars,500+ bought in past month,SAMSUNG,A03,32.0,0,0,,1,0,,0,0
261,Samsung Galaxy A10e 32GB A102U GSM Unlocked Phone - Black (Renewed),,4.0 out of 5 stars,1K+ bought in past month,SAMSUNG,A10,32.0,0,0,,1,0,,0,0
262,"Children's Headphones with Microphone, Foldable 3.5mm Jack, USB-C Jack, Adjustable 85db/94db Volume, Suitable for Mobile Phones,Computers,Tablets,School,Airplanes,Travel (Black)","5,319..57",4.6 out of 5 stars,,Children's,,,0,0,,0,0,,0,0
263,"Honsky Cell Phone Tablet Stands (Pack of 5) Thumbs-up Cellphone Holder, Tablet Display Stand, Mobile Smartphone Mount Cradle for Desk Desktop - Universal, Multi-Angle, Cute, Multi-Colored","8,400..95",4.4 out of 5 stars,400+ bought in past month,Honsky,,,0,0,,0,0,,0,0
264,"Nano Gel Car Phone Holder, 360°Rotation Adjustable Magnetic Cellphone Mount Foldable Car Phone Stand Strong Suction Phone Holders for Car/Makeup/Gym/Mirror,Fit for All Magsafe Smartphones","2,798..45",3.8 out of 5 stars,,Nano,,,0,0,,0,0,,0,0
265,"Big Screen Phone Magnifier, Screen Magnifier for Cell Phone, 3D Hd Mobile Phones Magnifier Projector Screens Enlarger for Movies, Videos and Gaming (White)","6,720..20",1.0 out of 5 stars,New on Amazon in past month,Big,,,0,0,,0,0,,1,0
266,"Samsung Galaxy S23+ Plus 5G, US Version, 512GB, Lavender - Unlocked (Renewed)",,4.3 out of 5 stars,100+ bought in past month,SAMSUNG,S23,512.0,1,0,,1,0,,1,1
267,"WWT I16PROMAX 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Android 14 Battery 7000mAh Unlocked Phone,Face ID/Fingerprint Button Unlock/Photos/Dual SIM/5G/GPS (Blue, 12+512G)","44,817..20",3.0 out of 5 stars,Only 10 left in stock - order soon.,WWT,,512.0,1,0,,1,1,,0,0
268,"WWT I16PROMAX 12+512GB Smartphone Unlocked Cell Phone,6.99"" HD Screen Android 14 Battery 7000mAh Unlocked Phone,Face ID/Fingerprint Button Unlock/Photos/Dual SIM/5G/GPS (Black, 12+512G)","44,817..20",3.0 out of 5 stars,Only 16 left in stock - order soon.,WWT,,512.0,1,0,,1,1,,0,0
269,"15PROMA X Unlocked Cell Phones,5G Smartphone,Android 13 Cell Phones,Snapdragon 8Gen2 8GB+256GB 6.8"" HD Screen 48MP+108MP 6800mAh,Support Dual SIM|Fingerprint Lock|GPS|Face ID (Blue)","28,009..70",3.0 out of 5 stars,Only 5 left in stock - order soon.,15PROMA,,8.0,1,0,,1,1,,0,0
270,"Screen Magnifier Version,3D HD Mobile Phone Magnifier Screen for Movies,Videos and Gaming,Foldable Screens Amplifier Stand,Compatible with All Smartphones (12 inch)","7,840..70",4.2 out of 5 stars,300+ bought in past month,Screen,,,0,0,,0,0,,0,0
271,"USB to USB C 3.0 Cable Coiled USB A to Type C Charge Cord 5Gbps Data Transfer and 3A Fast Charging Cable USB C 3.1 Cable Compatible with Laptop,PC,Mobile Phone,Car USB, U Disk 3.28Ft","3,358..70",4.1 out of 5 stars,Only 17 left in stock - order soon.,USB,,,1,0,,0,0,,0,0
272,"SAMSUNG Galaxy S25+ Cell Phone, 512GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, ProScaler Display, 4900mAh Battery, 2025, US 1 Yr Warranty, Mint","271,718..45",4.6 out of 5 stars,200+ bought in past month,SAMSUNG,S25,512.0,0,0,2025.0,1,0,,1,0
273,"Children's Headphones with Microphone, Foldable 3.5mm Jack, USB-C Jack, Adjustable 85db/94db Volume, Suitable for Mobile Phones,Computers,Tablets,School,Airplanes,Travel (Pink)","5,319..57",4.6 out of 5 stars,Typical:,Children's,,,0,0,,0,0,,0,0
274,"SAMSUNG,Galaxy A04e (SM-A042M/DS) Dual SIM 32GB,6.5'' GSM Unlocked,International Version-Black","32,211..57",4.0 out of 5 stars,50+ bought in past month,SAMSUNG,A04,32.0,0,0,,1,1,,0,0
275,Samsung Galaxy A01 16GB BLACK VERIZON (Renewed),,3.5 out of 5 stars,2K+ bought in past month,SAMSUNG,A01 16GB BLACK VERIZON ,16.0,0,0,,0,0,,0,0
276,"Samsung Galaxy A14 5G A Series Cell Phone, Factory Unlocked GSM Android Smartphone, 4GB / 64GB Black (Renewed)",,3.8 out of 5 stars,1K+ bought in past month,SAMSUNG,A14 5G A S,4.0,1,0,,1,0,,0,0
277,"Samsung Galaxy S20 FE 5G (128GB, 6GB) 6.5"" AMOLED, Snapdragon 865, IP68 Water Resistant, 5G Volte Fully Unlocked (T-Mobile, Verizon, Sprint, AT&T) G781U (Cloud Navy) (Renewed)","39,494..82",4.0 out of 5 stars,500+ bought in past month,SAMSUNG,S20 FE 5G ,128.0,1,1,,1,0,6.0,0,0
278,"Samsung Galaxy A13 5G Cell Phone, AT&T GSM Unlocked Android Smartphone, 64GB, Long Lasting Battery, Expandable Storage, Triple Lens Camera, Infinite Display, Black (Renewed)","27,732..38",4.0 out of 5 stars,500+ bought in past month,SAMSUNG,A13 5G C,64.0,1,0,,1,0,,0,0
279,"Samsung Galaxy A26 5G with AI | 256GB, 8GB, Dual SIM | 6.7"" 120Hz AMOLED, IP67 Water Resistant, Android 15 | International Model Factory Unlocked for T-Mobile, Global | 25W Charger Bundle (Mint)","61,624..70",4.4 out of 5 stars,300+ bought in past month,SAMSUNG,A26 5G ,256.0,1,0,,1,1,,0,0
280,"Samsung Galaxy A32 (5G) 64GB A326U (T-Mobile/Sprint Unlocked) 6.5"" Display Quad Camera Long Lasting Battery Smartphone - Black (Renewed)",,3.8 out of 5 stars,500+ bought in past month,SAMSUNG,A32 ,64.0,1,0,,1,0,,0,0
281,"Samsung Galaxy A14 5G A Series, Factory Unlocked, 64GB, US Version, Black (Renewed)","27,326..19",3.8 out of 5 stars,1K+ bought in past month,SAMSUNG,A14 5G A S,64.0,1,0,,1,0,,0,1
282,"DOOGEE Blade 10 Pro Energy 4.5G Rugged Smartphone Unlocked,10.7mm Ultra-Thin,32GB+256GB/2TB Octa Core,6.56”HD+90Hz Android 15 Rugged Phone,6150mAh/18W,50MP AI+8MP Camera,NFC/Face ID/3 Card Slot,Sliver","47,898..57",4.3 out of 5 stars,List:,DOOGEE,,32.0,1,0,,1,0,,1,0
283,"Blackview Fort 1 Rugged Phone Android 15,10000mAh Battery 12GB+128GB 2TB Expand Rugged Smartphone Unlocked, Gemini AI 6.56 Inch 90Hz, 4G T-Mobile Dual SIM IP69K Waterproof, Fingerprint/NFC/OTG/GPS","39,214..70",4.2 out of 5 stars,,Blackview,,12.0,0,0,,1,1,,0,0
284,"OnePlus Nord N200 | 5G Unlocked U.S Version | 6.49"" Full HD+LCD Screen | 90Hz Smooth Display | Large 5000mAh Battery | Fast Charging | 64GB Storage | Triple Camera (Unlocked) (Renewed)",,4.1 out of 5 stars,200+ bought in past month,ONEPLUS,,64.0,1,0,,1,0,,1,0
285,"Samsung Galaxy S22+ Plus 5G, US Version, 256GB, Phantom Black - Unlocked (Renewed)","55,450..74",4.3 out of 5 stars,500+ bought in past month,SAMSUNG,S22,256.0,1,0,,1,0,,1,1
286,"Xiaomi Redmi Note 14 4G LTE (for Tmobile Mint Tello Global) (256GB + 8GB) 6.67"" 120Hz 108MP AI Camera Global Version Dual Sim (Midnight Black)","53,643..94",4.4 out of 5 stars,100+ bought in past month,XIAOMI,,256.0,0,1,,0,1,8.0,0,0
287,"Samsung Galaxy A26 5G 2025 with AI | 128GB, 6GB, Dual SIM+eSIM | US Model Unlocked for Verizon, T-Mobile, Global 4G| Black (Renewed)",,4.2 out of 5 stars,100+ bought in past month,SAMSUNG,A26 5G 2025 ,128.0,1,0,2025.0,1,1,,0,0
288,"SAMSUNG Galaxy A56 5G Ai (for Tmobile Mint Tello & Global) (256GB + 12GB) Version Latina Unlocked SM-A566E/DS 6.6"" 120Hz 50MP Triple (Awesome Graphite SM-A566EZADTPA)",,4.6 out of 5 stars,100+ bought in past month,SAMSUNG,A56 5G A,256.0,1,0,,1,0,12.0,0,0
289,"SAMSUNG Galaxy A15 5G (128GB, 2024) 6.5"" 90Hz AMOLED, 50MP Camera, 4G Volte (Fully Unlocked International Model for AT&T, T-Mobile, Verizon, Global) A156U (Blue Black) (Renewed)",,4.1 out of 5 stars,500+ bought in past month,SAMSUNG,A15 5G ,128.0,1,1,2024.0,1,0,,0,0
290,"Samsung Galaxy A12 (32GB, 3GB) 6.5"" HD+, Quad Camera, 5000mAh Battery, Global 4G Volte (AT&T Unlocked for T-Mobile, Verizon, Metro) A125U (Black) (Renewed)",,3.9 out of 5 stars,200+ bought in past month,SAMSUNG,A12 ,32.0,0,1,,1,0,3.0,0,0
291,"Samsung Galaxy A56 5G Cell Phone, 128GB AI Smartphone, Unlocked Android, AI Photo Edits, Large Screen, Long Battery Life, 2025, US 1 Yr Manufacturer Warranty, Awesome Graphite","112,047..20",4.0 out of 5 stars,List:,SAMSUNG,A56 5G C,128.0,1,0,2025.0,1,0,,0,0
292,"ZHIYUN Smooth 5 3-Axis Handheld Gimbal Stabilizer with Dual-Side Magnetic Lights for iPhone Smartphone Android Cell Phone - Portable Stabilizer for Vlogging, YouTube, Tiktok, Live Video","41,738..62",3.5 out of 5 stars,Only 4 left in stock - order soon.,ZHIYUN,,,0,0,,0,0,,0,0
293,New L7 Case for Square Reader and iPhone (Models 6/7/8/SE),"19,605..95",4.3 out of 5 stars,Only 2 left in stock - order soon.,New,,,0,0,,0,0,,0,0
294,"SAMSUNG Galaxy S25 Ultra, 256GB Smartphone, Unlocked Android, AI Night Mode Camera, Snapdragon 8 Elite Fast Processor, 5000mAh Battery, Built-in S Pen, 2025, US 1 Yr Warranty, Titanium Gray","335,858..67",4.6 out of 5 stars,500+ bought in past month,SAMSUNG,S25 U,256.0,0,0,2025.0,1,0,,1,0
295,"Children's Headphones with Microphone, Foldable 3.5mm Jack, USB-C Jack, Adjustable 85db/94db Volume, Suitable for Mobile Phones,Computers,Tablets,School,Airplanes,Travel (Blue and Red)","5,319..57",4.6 out of 5 stars,,Children's,,,0,0,,0,0,,0,0
296,"SAMSUNG Galaxy A35 5G A Series Cell Phone, 128GB Unlocked Android Smartphone, AMOLED Display, Advanced Triple Camera System, Expandable Storage, Rugged Design, US Version, 2024, Awesome Navy (Renewed)",,4.2 out of 5 stars,100+ bought in past month,SAMSUNG,A35 5G A S,128.0,1,0,2024.0,1,0,,0,1
297,"Samsung Galaxy S20+ 5G, US Version, 128GB - Unlocked (Renewed)",,4.0 out of 5 stars,300+ bought in past month,SAMSUNG,S20,128.0,1,0,,1,0,,0,1
298,"Samsung Galaxy A14 5G Unlocked, 6.6-Inch Infinity-V Display, 1080x2408 FHD+, PLS LCD, Android 13, One UI Core 5, Bluetooth 5.2, 64GB ROM, 4GB RAM, Expandable MicroSD","21,541..61",3.9 out of 5 stars,400+ bought in past month,SAMSUNG,A14 5G U,64.0,1,0,,1,0,,0,0
299,"SAMSUNG Galaxy A13 LTE, Factory Unlocked Smartphone, Android Cell Phone, Water Resistant, 50MP Camera, US Version, 32GB, Black (Renewed)",,4.1 out of 5 stars,300+ bought in past month,SAMSUNG,A13 LTE,32.0,0,1,,1,0,,0,1
300,"TCL 60 XE NXTPAPER 5G Cell Phone, AT&T, T-Mobile & Verizon Unlocked Android Smartphone, 8GB+256GB, 6.8"" 120Hz Paper-Like Display, AI Features, 5010mAh Battery, Advanced Camera System, Alps White","64,425..95",5.0 out of 5 stars,50+ bought in past month,TCL,,8.0,1,0,,1,0,,0,0
301,"Samsung Galaxy A21 GSM Unlocked Android Cell Phone, US Version Smartphone, 32GB Storage, Long-Lasting Battery, 6.5” Infinity Display, Quad Camera, Black (Renewed)",,3.9 out of 5 stars,200+ bought in past month,SAMSUNG,A21 GSM U,32.0,0,0,,1,0,,0,1
302,Samsung Galaxy A11 32GB A115U Fully Unlocked Smartphones (Renewed),,4.1 out of 5 stars,500+ bought in past month,SAMSUNG,A11 32GB A115U F,32.0,0,0,,1,0,,0,0
303,"Tracfone, BLU View 5 PRO, 64GB, Prepaid Smartphone, Black, 50MP Triple Camera, Locked","8,370..14",4.0 out of 5 stars,1K+ bought in past month,"Tracfone,",,64.0,0,0,,0,0,,0,0
304,"14PROMA X Unlocked Smartphone, 16+512GB, Android 14 Unlocked Cell Phones, 6.82"" HD Screen Battery 6800mAH with 128GB Memory Card/Face ID/Fingerprint Lock/Dual SIM 5G Phone (White)","44,537..07",5.0 out of 5 stars,,14PROMA,,512.0,1,0,,1,1,,0,0
305,"I25 Ultra 5G Unlocked Smartphone,16GB+512GB 7000mAh Fully Cell Phone for Android 14, 6.99"" HD Screen Unlocked Cell Phone, 68MP+108MP Dual Camera/Dual SIM/Fingerprint (Blue)","55,991..38",4.6 out of 5 stars,New on Amazon in past month,I25,,16.0,1,0,,1,1,,1,0
306,BLU C5L MAX | 2024 | All-Day Battery | GSM Unlocked | 5.7” Display | 16/2GB |US Version | US Warranty | Black,"13,978..24",3.7 out of 5 stars,500+ bought in past month,BLU,,2.0,0,0,2024.0,1,0,,0,1
307,"Samsung Galaxy S21 FE 5G, US Version, 128GB, Olive Green - Unlocked (Renewed)",,3.9 out of 5 stars,50+ bought in past month,SAMSUNG,S21 FE 5G,128.0,1,0,,1,0,,0,1
308,"Maxwest Gravity G64 Smartphone, 6.57-inch HD+ Display, 16MP AI Camera - 64GB Storage - 8GB RAM, Face Unlock, Black, Blue, Silver, Mint","28,009..70",4.2 out of 5 stars,300+ bought in past month,Maxwest,,64.0,0,0,,0,0,,1,0
309,"Samsung Galaxy A11 SM-A115A 32GB Single-Sim Android Smartphone (Black, T-Mobile) (Renewed)","21,491..19",4.0 out of 5 stars,Only 1 left in stock - order soon.,SAMSUNG,A11 SM,32.0,0,0,,0,0,,0,0
310,"SAMSUNG Galaxy A36 5G Ai (for Tmobile Mint Tello & Global) (128GB + 8GB) NFC Version Latina Unlocked SM-A366E/DS 6.6"" 120Hz 50MP Triple (Awesome Black SM-A366EZKDTPA)","68,630..62",4.4 out of 5 stars,Only 2 left in stock - order soon.,SAMSUNG,A36 5G A,128.0,1,0,,1,0,8.0,0,0
311,"Motorola Moto G 5G 2024 (128GB, 4GB) 6.6"", 50MP Dual Camera, Android 14, XT2417 (Unlocked, Sage Green) (Renewed)",,4.0 out of 5 stars,500+ bought in past month,MOTOROLA,G 5G 2024 ,128.0,1,0,2024.0,1,0,4.0,0,0
312,Samsung Galaxy A71 (5G) 128GB (6.7 inch) Display Quad Camera 64MP A716U Smartphone - Black - T-Mobile Locked - (Renewed),,4.2 out of 5 stars,,SAMSUNG,A71 ,128.0,1,0,,0,0,,0,0
313,Nokia 110 4G (2024) | Dual SIM | GSM Unlocked Mobile Phone | Volte | Titanium | International Version | Not AT&T/Cricket/Verizon Compatible,"14,552..49",3.8 out of 5 stars,50+ bought in past month,NOKIA,,,0,1,2024.0,1,1,,0,0
314,"Honsky Cell Phone Tablet Stands (Pack of 5) Thumbs-up Cellphone Holder, Tablet Display Stand, Mobile Smartphone Mount Cradle for Desk Desktop - Universal, Multi-Angle, Cute, Purple","8,400..95",4.4 out of 5 stars,List:,Honsky,,,0,0,,0,0,,0,0
315,"UNBREAKcable 3-Pack Screen Protector for iPhone 12 / iPhone 12 Pro, Double Shatterproof Tempered Glass [Easy Installation] [9H Hardness] [99.99% HD Clear] [Case Friendly] for iPhone 6.1 inch","2,655..58",4.4 out of 5 stars,100+ bought in past month,UNBREAKcable,,,0,0,,0,0,,1,0
